FileName,Dataset,text,label2a,Starting,Ending
common_voice_en_83381,Common Voice,The night was warm and I was thirsty.,0,,
common_voice_en_17808806,Common Voice,She was kind to sick old people.,0,,
common_voice_en_11820276,Common Voice,Every cock crows loud on his own dunghill,0,,
common_voice_en_10443,Common Voice,He's insane or drunk or something.,1,,
common_voice_en_23694266,Common Voice,"Before entering politics, he served as a sales executive.",0,,
common_voice_en_20322943,Common Voice,Its origin is unclear.,0,,
common_voice_en_19649640,Common Voice,"To edit an existing group, select it in the list.",0,,
common_voice_en_17412704,Common Voice,"When it comes to the crunch, our company will become insolvent.",0,,
common_voice_en_21342535,Common Voice,A damn Yankee is one who moves here.,0,,
common_voice_en_18986138,Common Voice,"The term ""idiot"" is used as hyperbole in claiming ensured comprehension.",0,,
common_voice_en_17290955,Common Voice,What are you crying about?,0,,
common_voice_en_2409873,Common Voice,He who wronged you will hate you.,0,,
common_voice_en_17298219,Common Voice,"Sometimes, I experience so much pain that I cannot sleep at night.",0,,
common_voice_en_17903715,Common Voice,The hell you say!,1,,
common_voice_en_17874581,Common Voice,"Jerk the cord, and out tumbles the gold.",0,,
common_voice_en_663200,Common Voice,One of the worst crooks in town!,0,,
common_voice_en_19244405,Common Voice,What are the asses at now?,1,,
common_voice_en_615124,Common Voice,"It was not clear who had the right of way, since the traffic lights were off.",0,,
common_voice_en_18546638,Common Voice,Damn all dancing butlers!,1,,
common_voice_en_23696649,Common Voice,"Server was born in Highland Park, Illinois.",0,,
common_voice_en_22072555,Common Voice,eight,0,,
common_voice_en_23828389,Common Voice,Since when did these independent women become so craven?,0,,
common_voice_en_544872,Common Voice,Don't be a fool.,0,,
common_voice_en_22913216,Common Voice,The season is widely considered as the most controversial in club history.,0,,
common_voice_en_19736550,Common Voice,"For example, tab-space-space-space performs arithmetic addition of the top two elements on the stack.",0,,
common_voice_en_22098863,Common Voice,zero,0,,
common_voice_en_18726150,Common Voice,"Repeat, at all times, wrote Captain Wildermuth.",0,,
common_voice_en_19694152,Common Voice,The length of each phone call is typically modelled as an exponential distribution.,0,,
common_voice_en_18334407,Common Voice,His rubbish was taken away in the dustcart,1,,
common_voice_en_648031,Common Voice,There's a group of unruly teens bumming around in your garden.,1,,
common_voice_en_20247674,Common Voice,It's monthly published.,0,,
common_voice_en_18573079,Common Voice,ÔÇÿToo proud?ÔÇÖ the other inquired.,0,,
common_voice_en_18545604,Common Voice,It is impossible that it can be accidental!,0,,
common_voice_en_18451489,Common Voice,"Well, I'll be plumb gosh darned.",0,,
common_voice_en_18767083,Common Voice,"For other convex polygon clipping windows, use the Cyrus-Beck algorithm.",0,,
common_voice_en_17858104,Common Voice,With that new haircut you look ridiculous.,1,,
common_voice_en_53588,Common Voice,Take your paws off me!,1,,
common_voice_en_170040,Common Voice,I've got to get Katie out of jail!,0,,
common_voice_en_18479160,Common Voice,"Isaac Ford, the austere soldier of the Lord, the old hypocrite.",1,,
common_voice_en_598304,Common Voice,Funny how that one is the only chimney not producing any smoke.,0,,
common_voice_en_17426440,Common Voice,There's a group of unruly teens bumming around in your garden.,1,,
common_voice_en_17731428,Common Voice,"Yesterday, he went to an STD clinic to test for herpes.",0,,
common_voice_en_18771701,Common Voice,Sales for the product dropped off dramatically because of the change.,0,,
common_voice_en_42682,Common Voice,They rode for the entire day.,0,,
common_voice_en_17260932,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_23359625,Common Voice,"Lynchburg became a tobacco trading, then commercial, and much later an industrial center.",0,,
common_voice_en_19230840,Common Voice,A controversial decision that was widely debated and protested.,0,,
common_voice_en_180084,Common Voice,He was such a jolly old bloke.,0,,
common_voice_en_480119,Common Voice,Maybe he really is a fool.,1,,
common_voice_en_22760281,Common Voice,Kong reaches out to touch his son just before dying.,0,,
common_voice_en_19845714,Common Voice,They end in a little sharp point.,0,,
common_voice_en_18560150,Common Voice,The boy's voice sounded louder in the street below.,0,,
common_voice_en_23353398,Common Voice,"Because the adjectives ""big"" and ""red"" modify this head noun, they are its ""dependents"".",0,,
common_voice_en_17927066,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_19577625,Common Voice,Hillcrist makes a sincere apology but Hornblower calls him a hypocrite.,1,,
common_voice_en_17834194,Common Voice,My children are all scoundrels.,1,,
common_voice_en_82388,Common Voice,"The closer he got to the realization of his dream, the more difficult things became.",0,,
common_voice_en_18315660,Common Voice,There was something pathetic in the girl's attitude now.,1,,
common_voice_en_449939,Common Voice,Her purse was full of useless trash.,1,,
common_voice_en_17416020,Common Voice,"Don't knock on death's door, ring the doorbell and run.",0,,
common_voice_en_17265812,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_17275534,Common Voice,I'm no good at keeping an early rising routine.,0,,
common_voice_en_18147430,Common Voice,The kernels in principle allow for much more exotic methods.,0,,
common_voice_en_23892744,Common Voice,"Wilhelm recovered enough for them to depart, but soon relapsed.",0,,
common_voice_en_51289,Common Voice,Did you see his picture on the cover of Time?,0,,
common_voice_en_589133,Common Voice,You're probably weak from hunger.,0,,
common_voice_en_683109,Common Voice,The newspaper articles had prepared everyone for the reception of the idea.,0,,
common_voice_en_17262552,Common Voice,"What do you expect from a pig, but a grunt?",0,,
common_voice_en_18052423,Common Voice,"Our bitch had puppies, do you want one?",0,,
common_voice_en_81924,Common Voice,"When he's an old man, he's going to spend a month in Africa.",0,,
common_voice_en_592711,Common Voice,I think you're crazy.,1,,
common_voice_en_23853,Common Voice,Why didn't you deliver them right away?,0,,
common_voice_en_669914,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_17283540,Common Voice,"Wrapped in a scarf and blinded by the blizzard, the boy scrambled for the subway.",0,,
common_voice_en_23610686,Common Voice,"In some cooperative games, one or two players take on the role of traitor.",0,,
common_voice_en_18461476,Common Voice,"""Silly young geezer,"" I said.",1,,
common_voice_en_18550219,Common Voice,"After all, life is not so easy.",0,,
common_voice_en_636363,Common Voice,"When the simum ceased to blow, everyone looked to the place where the boy had been.",0,,
common_voice_en_23615067,Common Voice,It also raised questions over the masturbatory habits of the agents.,0,,
common_voice_en_19520209,Common Voice,"He was also often referred to by the nickname ""Tubby"".",0,,
common_voice_en_167532,Common Voice,Take your paws off me!,1,,
common_voice_en_18482739,Common Voice,How in hell did he know it was you in the dark.,1,,
common_voice_en_18020971,Common Voice,There's a group of unruly teens bumming around in your garden.,1,,
common_voice_en_20862900,Common Voice,"The official Responsive Readings are from the ""King James Version of the Bible"".",0,,
common_voice_en_17292718,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_19757630,Common Voice,The metal work industry produced bell metal deities of the Hindu iconographic pantheon.,0,,
common_voice_en_140731,Common Voice,"""Lots of places sell tea around here,"" the merchant said.",0,,
common_voice_en_547187,Common Voice,She probably worked it out in advance.,0,,
common_voice_en_17890621,Common Voice,What a dreadful rash you have on your legs!,0,,
common_voice_en_512032,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_18492083,Common Voice,Some passersby fortunately caught him as he fell.,0,,
common_voice_en_478281,Common Voice,This peach tart is tasty.,0,,
common_voice_en_563850,Common Voice,Remember what happened to Lisa.,0,,
common_voice_en_44834,Common Voice,Are you going to live with your mother?,0,,
common_voice_en_592937,Common Voice,Her jeans have holes in them.,0,,
common_voice_en_496296,Common Voice,I'd better hustle him up!,0,,
common_voice_en_20434226,Common Voice,"Perkins impressed enough to earn the starting job, and Warren was released soon thereafter.",0,,
common_voice_en_17395382,Common Voice,Constitution of the empire.,0,,
common_voice_en_17851882,Common Voice,"Yesterday, he went to an STD clinic to test for herpes.",0,,
common_voice_en_430110,Common Voice,The cat knows well whose lips she licks,0,,
common_voice_en_20248251,Common Voice,The unincorporated community of Buyck is located within Portage Township.,0,,
common_voice_en_22786924,Common Voice,She earned her doctorate in education at Northern Illinois University.,0,,
common_voice_en_22667742,Common Voice,"A prime example of this is Denise's tendency to say, You're retarded!",1,,
common_voice_en_626174,Common Voice,I'll kill both of them!,1,,
common_voice_en_136481,Common Voice,"It's easy, and yet I've never done it before, he thought.",0,,
common_voice_en_18453285,Common Voice,"Our family always hated cats: nasty, low, vulgar things!",1,,
common_voice_en_17799758,Common Voice,Before you meet the handsome prince you have to kiss a lot of toads.,0,,
common_voice_en_207554,Common Voice,The wharf could be seen at the farther shore.,0,,
common_voice_en_186988,Common Voice,"One afternoon, one of his servants fell ill, and it appeared that he would die.",0,,
common_voice_en_18667774,Common Voice,You might as well try to catch a Bandersnatch!,0,,
common_voice_en_21595122,Common Voice,"After this release, Prince Po and Pharoahe Monch split to pursue solo careers.",0,,
common_voice_en_133330,Common Voice,Then you'll die in the midst of trying to realize your destiny.,0,,
common_voice_en_23719683,Common Voice,"""Oh ÔÇö "" Her voice was full of real distress.",0,,
common_voice_en_85410,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_411215,Common Voice,To be the cock in the basket to be cock of the company,0,,
common_voice_en_22226036,Common Voice,The next day more reinforcements arrived when Captain Jacob Early's detachment reached the grove.,0,,
common_voice_en_18627050,Common Voice,He is mad as some March hatters.,1,,
common_voice_en_22437599,Common Voice,"Heavily modified into an open cockpit sportscar, the car was equally unsuccessful.",0,,
common_voice_en_511659,Common Voice,A penny wise and a pound foolish,1,,
common_voice_en_666981,Common Voice,You're probably weak from hunger.,0,,
common_voice_en_66154,Common Voice,Who could have predicted that?,0,,
common_voice_en_583320,Common Voice,Hundreds of yelling people are swarming into the park like locusts!,1,,
common_voice_en_643987,Common Voice,I'm going to tell your mother on you.,0,,
common_voice_en_17282697,Common Voice,"I sucked at it, but it was much more fun than most normal chess games.",0,,
common_voice_en_17280360,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_20735821,Common Voice,Program in The Philosophical Foundations of Physics at Columbia University in New York.,0,,
common_voice_en_39305,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_17261573,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_18493084,Common Voice,Come on! Don't be such a slowcoach!,1,,
common_voice_en_609943,Common Voice,Several women walking down the street.,0,,
common_voice_en_122809,Common Voice,You've got a nerve accusing people of things!,0,,
common_voice_en_21940821,Common Voice,zero,0,,
